city,timestamp,pm25_pred,pm10_pred,cat,alert,suggestions
Delhi,2026-01-01 15:00:00,137.3,224.8,Poor,ALERT,30% curtailment; divert trucks
Delhi,2026-01-01 16:00:00,132.4,215.8,Poor,ALERT,30% curtailment; divert trucks
Delhi,2026-01-01 17:00:00,130.3,214.8,Poor,ALERT,30% curtailment; divert trucks
Delhi,2026-01-01 18:00:00,131.8,211.2,Poor,ALERT,30% curtailment; divert trucks
Delhi,2026-01-01 19:00:00,133.1,217.4,Poor,ALERT,30% curtailment; divert trucks
Delhi,2026-01-01 20:00:00,136.1,219.9,Poor,ALERT,30% curtailment; divert trucks
Delhi,2026-01-01 21:00:00,127.4,211.8,Poor,ALERT,30% curtailment; divert trucks
Delhi,2026-01-01 22:00:00,127.5,207.9,Poor,ALERT,30% curtailment; divert trucks
Delhi,2026-01-01 23:00:00,122.0,200.4,Poor,ALERT,30% curtailment; divert trucks
Noida,2026-01-01 00:00:00,111.4,180.4,Poor,ALERT,routine monitoring
Noida,2026-01-01 01:00:00,114.5,185.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 02:00:00,113.1,183.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 03:00:00,120.7,200.5,Poor,ALERT,routine monitoring
Noida,2026-01-01 04:00:00,120.8,198.4,Poor,ALERT,routine monitoring
Noida,2026-01-01 05:00:00,125.7,202.6,Poor,ALERT,routine monitoring
Noida,2026-01-01 06:00:00,126.7,206.8,Poor,ALERT,routine monitoring
Noida,2026-01-01 07:00:00,124.9,204.7,Poor,ALERT,routine monitoring
Noida,2026-01-01 08:00:00,131.2,217.1,Poor,ALERT,routine monitoring
Noida,2026-01-01 09:00:00,132.0,219.5,Poor,ALERT,routine monitoring
Noida,2026-01-01 10:00:00,133.2,214.5,Poor,ALERT,routine monitoring
Noida,2026-01-01 11:00:00,127.1,209.6,Poor,ALERT,routine monitoring
Noida,2026-01-01 12:00:00,122.4,203.1,Poor,ALERT,routine monitoring
Noida,2026-01-01 13:00:00,123.7,202.0,Poor,ALERT,routine monitoring
Noida,2026-01-01 14:00:00,120.7,197.0,Poor,ALERT,routine monitoring
Noida,2026-01-01 15:00:00,118.3,195.2,Poor,ALERT,routine monitoring
Noida,2026-01-01 16:00:00,119.0,197.8,Poor,ALERT,routine monitoring
Noida,2026-01-01 17:00:00,119.6,194.9,Poor,ALERT,routine monitoring
Noida,2026-01-01 18:00:00,121.7,198.0,Poor,ALERT,routine monitoring
Noida,2026-01-01 19:00:00,117.8,193.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 20:00:00,119.8,196.8,Poor,ALERT,routine monitoring
Noida,2026-01-01 21:00:00,105.4,170.4,Poor,ALERT,routine monitoring
Noida,2026-01-01 22:00:00,102.9,166.0,Poor,ALERT,routine monitoring
Noida,2026-01-01 23:00:00,111.3,180.2,Poor,ALERT,routine monitoring
Byrnihat,2026-01-01 00:00:00,133.8,217.2,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 01:00:00,130.4,212.2,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 02:00:00,133.7,214.2,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 03:00:00,136.7,216.7,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 04:00:00,133.3,212.5,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 05:00:00,138.2,207.9,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 06:00:00,139.4,217.2,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 07:00:00,138.0,214.8,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 08:00:00,154.7,258.5,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 09:00:00,152.2,253.4,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 10:00:00,145.5,237.3,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 11:00:00,148.0,249.0,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 12:00:00,150.8,249.7,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 13:00:00,139.3,218.4,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 14:00:00,141.5,221.8,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 15:00:00,140.9,225.1,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 16:00:00,134.1,212.5,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 17:00:00,134.1,211.0,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 18:00:00,139.3,225.2,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 19:00:00,134.1,212.7,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 20:00:00,135.7,220.1,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 21:00:00,124.1,201.5,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 22:00:00,125.2,204.0,Poor,ALERT,30% curtailment; divert trucks
Byrnihat,2026-01-01 23:00:00,128.6,206.7,Poor,ALERT,30% curtailment; divert trucks
Loni,2026-01-01 00:00:00,123.9,198.6,Poor,ALERT,routine monitoring
Loni,2026-01-01 01:00:00,129.2,214.8,Poor,ALERT,routine monitoring
Loni,2026-01-01 02:00:00,125.4,204.0,Poor,ALERT,routine monitoring
Loni,2026-01-01 03:00:00,133.6,214.9,Poor,ALERT,routine monitoring
Loni,2026-01-01 04:00:00,135.6,218.1,Poor,ALERT,routine monitoring
Loni,2026-01-01 05:00:00,132.8,214.1,Poor,ALERT,routine monitoring
Loni,2026-01-01 06:00:00,134.3,215.8,Poor,ALERT,routine monitoring
Loni,2026-01-01 07:00:00,137.1,223.2,Poor,ALERT,routine monitoring
Loni,2026-01-01 08:00:00,146.9,240.1,Poor,ALERT,routine monitoring
Loni,2026-01-01 09:00:00,141.2,238.8,Poor,ALERT,routine monitoring
Loni,2026-01-01 10:00:00,140.8,238.3,Poor,ALERT,routine monitoring
Loni,2026-01-01 11:00:00,138.2,234.2,Poor,ALERT,routine monitoring
Loni,2026-01-01 12:00:00,139.6,230.6,Poor,ALERT,routine monitoring
Loni,2026-01-01 13:00:00,136.6,225.4,Poor,ALERT,routine monitoring
Loni,2026-01-01 14:00:00,131.8,210.5,Poor,ALERT,routine monitoring
Loni,2026-01-01 15:00:00,136.1,222.0,Poor,ALERT,routine monitoring
Loni,2026-01-01 16:00:00,134.2,215.6,Poor,ALERT,routine monitoring
Loni,2026-01-01 17:00:00,128.7,212.5,Poor,ALERT,routine monitoring
Loni,2026-01-01 18:00:00,127.1,203.2,Poor,ALERT,routine monitoring
Loni,2026-01-01 19:00:00,131.9,213.1,Poor,ALERT,routine monitoring
Loni,2026-01-01 20:00:00,124.7,206.6,Poor,ALERT,routine monitoring
Loni,2026-01-01 21:00:00,115.9,190.0,Poor,ALERT,routine monitoring
Loni,2026-01-01 22:00:00,120.8,191.8,Poor,ALERT,routine monitoring
Loni,2026-01-01 23:00:00,110.7,185.9,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 00:00:00,117.4,193.1,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 01:00:00,120.1,195.3,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 02:00:00,123.4,197.8,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 03:00:00,123.3,200.7,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 04:00:00,128.7,206.3,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 05:00:00,132.9,207.4,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 06:00:00,133.1,211.9,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 07:00:00,126.0,195.8,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 08:00:00,140.5,226.6,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 09:00:00,139.1,234.6,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 10:00:00,137.4,223.9,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 11:00:00,126.4,207.1,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 12:00:00,128.6,206.8,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 13:00:00,138.3,222.8,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 14:00:00,129.6,206.4,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 15:00:00,125.5,202.1,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 16:00:00,129.6,208.6,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 17:00:00,125.6,198.9,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 18:00:00,125.7,202.1,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 19:00:00,124.4,196.7,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 20:00:00,124.9,196.6,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 21:00:00,107.8,170.2,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 22:00:00,111.9,181.9,Poor,ALERT,routine monitoring
Bhiwadi,2026-01-01 23:00:00,109.4,183.4,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 00:00:00,105.4,168.9,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 01:00:00,105.0,172.6,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 02:00:00,104.9,170.8,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 03:00:00,113.1,183.8,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 04:00:00,105.8,172.3,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 05:00:00,112.2,182.9,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 06:00:00,115.0,189.5,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 07:00:00,113.4,187.1,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 08:00:00,125.7,204.9,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 09:00:00,124.5,204.2,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 10:00:00,123.3,201.0,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 11:00:00,118.0,196.1,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 12:00:00,117.0,193.1,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 13:00:00,112.3,187.3,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 14:00:00,110.6,183.2,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 15:00:00,113.5,184.7,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 16:00:00,108.2,176.8,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 17:00:00,105.4,171.9,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 18:00:00,106.7,180.9,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 19:00:00,110.3,182.3,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 20:00:00,112.7,185.7,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 21:00:00,96.5,159.0,Moderate,WATCH,routine monitoring
Gurugram,2026-01-01 22:00:00,97.6,160.0,Moderate,WATCH,routine monitoring
Gurugram,2026-01-01 23:00:00,95.6,161.7,Moderate,WATCH,routine monitoring
