city,timestamp,pm25_pred,pm10_pred,cat,alert,suggestions
Ahmedabad,2026-01-01 20:00:00,78.2,128.4,Moderate,WATCH,routine monitoring
Ahmedabad,2026-01-01 21:00:00,65.5,99.8,Moderate,WATCH,routine monitoring
Ahmedabad,2026-01-01 22:00:00,67.4,101.3,Moderate,WATCH,routine monitoring
Ahmedabad,2026-01-01 23:00:00,68.2,105.6,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 00:00:00,70.3,109.2,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 01:00:00,70.6,109.0,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 02:00:00,76.2,116.9,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 03:00:00,72.2,114.4,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 04:00:00,76.1,116.3,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 05:00:00,77.9,118.4,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 06:00:00,75.9,119.9,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 07:00:00,73.8,113.1,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 08:00:00,85.4,134.7,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 09:00:00,86.8,139.8,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 10:00:00,86.8,140.6,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 11:00:00,74.8,123.0,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 12:00:00,75.6,119.7,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 13:00:00,76.9,123.4,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 14:00:00,71.4,115.3,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 15:00:00,70.7,112.2,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 16:00:00,68.9,111.2,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 17:00:00,73.7,118.9,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 18:00:00,72.4,117.8,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 19:00:00,67.8,109.2,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 20:00:00,67.7,103.0,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 21:00:00,61.6,92.7,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 22:00:00,67.6,101.2,Moderate,WATCH,routine monitoring
Jaipur,2026-01-01 23:00:00,64.3,96.2,Moderate,WATCH,routine monitoring
Lucknow,2026-01-01 00:00:00,97.2,157.6,Moderate,WATCH,routine monitoring
Lucknow,2026-01-01 01:00:00,103.2,162.2,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 02:00:00,107.1,169.4,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 03:00:00,105.4,168.6,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 04:00:00,108.2,167.8,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 05:00:00,106.7,171.2,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 06:00:00,105.9,164.7,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 07:00:00,108.8,171.8,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 08:00:00,116.3,189.7,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 09:00:00,116.6,190.4,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 10:00:00,113.1,186.7,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 11:00:00,112.8,184.4,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 12:00:00,116.2,188.6,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 13:00:00,109.5,175.9,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 14:00:00,106.9,175.1,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 15:00:00,106.3,169.1,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 16:00:00,102.0,166.7,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 17:00:00,100.2,162.2,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 18:00:00,98.1,154.7,Moderate,WATCH,routine monitoring
Lucknow,2026-01-01 19:00:00,102.4,164.8,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 20:00:00,100.6,162.9,Poor,ALERT,routine monitoring
Lucknow,2026-01-01 21:00:00,84.7,139.5,Moderate,WATCH,routine monitoring
Lucknow,2026-01-01 22:00:00,90.3,144.4,Moderate,WATCH,routine monitoring
Lucknow,2026-01-01 23:00:00,96.0,153.0,Moderate,WATCH,routine monitoring
Patna,2026-01-01 00:00:00,103.6,166.6,Poor,ALERT,routine monitoring
Patna,2026-01-01 01:00:00,101.6,166.3,Poor,ALERT,routine monitoring
Patna,2026-01-01 02:00:00,105.1,169.7,Poor,ALERT,routine monitoring
Patna,2026-01-01 03:00:00,106.8,172.8,Poor,ALERT,routine monitoring
Patna,2026-01-01 04:00:00,111.9,176.6,Poor,ALERT,routine monitoring
Patna,2026-01-01 05:00:00,110.4,177.4,Poor,ALERT,routine monitoring
Patna,2026-01-01 06:00:00,108.0,172.8,Poor,ALERT,routine monitoring
Patna,2026-01-01 07:00:00,107.8,172.1,Poor,ALERT,routine monitoring
Patna,2026-01-01 08:00:00,120.9,199.7,Poor,ALERT,routine monitoring
Patna,2026-01-01 09:00:00,116.7,186.5,Poor,ALERT,routine monitoring
Patna,2026-01-01 10:00:00,116.2,190.2,Poor,ALERT,routine monitoring
Patna,2026-01-01 11:00:00,115.1,187.7,Poor,ALERT,routine monitoring
Patna,2026-01-01 12:00:00,112.2,180.8,Poor,ALERT,routine monitoring
Patna,2026-01-01 13:00:00,105.8,173.4,Poor,ALERT,routine monitoring
Patna,2026-01-01 14:00:00,109.1,175.8,Poor,ALERT,routine monitoring
Patna,2026-01-01 15:00:00,104.7,171.0,Poor,ALERT,routine monitoring
Patna,2026-01-01 16:00:00,102.2,164.8,Poor,ALERT,routine monitoring
Patna,2026-01-01 17:00:00,102.4,164.2,Poor,ALERT,routine monitoring
Patna,2026-01-01 18:00:00,102.3,166.5,Poor,ALERT,routine monitoring
Patna,2026-01-01 19:00:00,95.3,149.0,Moderate,WATCH,routine monitoring
Patna,2026-01-01 20:00:00,103.6,163.1,Poor,ALERT,routine monitoring
Patna,2026-01-01 21:00:00,86.6,139.6,Moderate,WATCH,routine monitoring
Patna,2026-01-01 22:00:00,92.8,147.0,Moderate,WATCH,routine monitoring
Patna,2026-01-01 23:00:00,97.5,155.9,Moderate,WATCH,routine monitoring
Kanpur,2026-01-01 00:00:00,105.9,170.7,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 01:00:00,104.0,174.1,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 02:00:00,111.9,182.3,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 03:00:00,116.1,186.3,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 04:00:00,108.8,172.6,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 05:00:00,108.5,170.0,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 06:00:00,117.0,187.7,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 07:00:00,115.4,187.2,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 08:00:00,124.9,205.9,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 09:00:00,119.6,196.3,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 10:00:00,117.1,191.5,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 11:00:00,120.0,197.6,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 12:00:00,115.2,187.2,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 13:00:00,115.2,186.3,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 14:00:00,120.3,196.6,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 15:00:00,110.1,185.6,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 16:00:00,107.6,180.2,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 17:00:00,108.8,174.8,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 18:00:00,107.5,174.5,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 19:00:00,107.9,178.2,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 20:00:00,111.4,182.0,Poor,ALERT,routine monitoring
Kanpur,2026-01-01 21:00:00,97.6,159.3,Moderate,WATCH,routine monitoring
Kanpur,2026-01-01 22:00:00,97.5,157.1,Moderate,WATCH,routine monitoring
Kanpur,2026-01-01 23:00:00,104.7,168.1,Poor,ALERT,routine monitoring
Noida,2026-01-01 00:00:00,110.2,180.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 01:00:00,111.2,182.9,Poor,ALERT,routine monitoring
Noida,2026-01-01 02:00:00,109.9,180.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 03:00:00,112.5,183.1,Poor,ALERT,routine monitoring
Noida,2026-01-01 04:00:00,116.6,183.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 05:00:00,121.4,200.4,Poor,ALERT,routine monitoring
Noida,2026-01-01 06:00:00,120.3,197.6,Poor,ALERT,routine monitoring
Noida,2026-01-01 07:00:00,113.9,187.0,Poor,ALERT,routine monitoring
Noida,2026-01-01 08:00:00,130.2,211.4,Poor,ALERT,routine monitoring
Noida,2026-01-01 09:00:00,127.9,215.1,Poor,ALERT,routine monitoring
Noida,2026-01-01 10:00:00,125.7,209.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 11:00:00,126.2,210.0,Poor,ALERT,routine monitoring
Noida,2026-01-01 12:00:00,120.2,194.5,Poor,ALERT,routine monitoring
Noida,2026-01-01 13:00:00,118.2,194.1,Poor,ALERT,routine monitoring
Noida,2026-01-01 14:00:00,117.9,191.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 15:00:00,114.4,185.8,Poor,ALERT,routine monitoring
Noida,2026-01-01 16:00:00,116.4,195.1,Poor,ALERT,routine monitoring
Noida,2026-01-01 17:00:00,115.5,187.7,Poor,ALERT,routine monitoring
Noida,2026-01-01 18:00:00,116.7,193.0,Poor,ALERT,routine monitoring
Noida,2026-01-01 19:00:00,111.9,182.8,Poor,ALERT,routine monitoring
Noida,2026-01-01 20:00:00,116.4,186.1,Poor,ALERT,routine monitoring
Noida,2026-01-01 21:00:00,103.9,168.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 22:00:00,101.8,162.3,Poor,ALERT,routine monitoring
Noida,2026-01-01 23:00:00,109.5,175.5,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 00:00:00,104.0,170.5,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 01:00:00,103.9,172.8,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 02:00:00,103.7,171.0,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 03:00:00,109.2,178.3,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 04:00:00,104.1,169.1,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 05:00:00,109.7,174.1,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 06:00:00,108.8,175.7,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 07:00:00,107.6,174.1,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 08:00:00,121.3,197.8,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 09:00:00,120.8,200.4,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 10:00:00,120.9,200.1,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 11:00:00,115.3,190.4,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 12:00:00,115.3,188.5,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 13:00:00,110.7,180.8,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 14:00:00,110.9,181.2,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 15:00:00,114.1,183.4,Poor,ALERT,routine monitoring
Gurugram,2026-01-01 16:00:00,106.4,172.0,Poor,ALERT,routine monitoring
